LRI	LIGAND_1	LIGAND_2	RECEPTOR_1	RECEPTOR_2	RECEPTOR_3	DATABASE	SOURCE
HLA-DMB:CD4	HLA-DMB	NA	CD4	NA	NA	CellChat	KEGG:hsa04514
HLA-DOA:CD4	HLA-DOA	NA	CD4	NA	NA	CellChat	KEGG:hsa04514
HLA-DOB:CD4	HLA-DOB	NA	CD4	NA	NA	CellChat	KEGG:hsa04514
HLA-DQA1:CD4	HLA-DQA1	NA	CD4	NA	NA	CellChat	KEGG:hsa04514
HLA-DQB1:CD4	HLA-DQB1	NA	CD4	NA	NA	CellChat	KEGG:hsa04514
HLA-DRA:CD4	HLA-DRA	NA	CD4	NA	NA	NicheNet	KEGG:NicheNet
HLA-DRB5:CD4	HLA-DRB5	NA	CD4	NA	NA	CellChat	KEGG:hsa04514
HLA-G:CD4	HLA-G	NA	CD4	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
IL16:CD4	IL16	NA	CD4	NA	NA	CellChat;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	FANTOM5;HPRD;KEGG:hsa04060;PMID:10438516;PMID:1851800;PMID:7615501;PMID:791;PMID:7910967
PIP:CD4	PIP	NA	CD4	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:10820003
SLPI:CD4	SLPI	NA	CD4	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
SIGLEC10:CD52	SIGLEC10	NA	CD52	NA	NA	CellChat;CellPhoneDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:23685786
IL2:CD53	IL2	NA	CD53	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:7963560
IL4:CD53	IL4	NA	CD53	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:7963560
CD55:CR1	CD55	NA	CR1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:11694537
CD5L:CD5	CD5L	NA	CD5	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:9723705
CD72:CD5	CD72	NA	CD5	NA	NA	ICELLNET	PMID:24950378;PMID:8757302
ENAM:CD63	ENAM	NA	CD63	NA	NA	connectomeDB2020	PMID:17708745
TIMP1:CD63	TIMP1	NA	CD63	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:16917503
S100A8:CD68	S100A8	NA	CD68	NA	NA	CellTalkDB	PMID:27312849
S100A9:CD68	S100A9	NA	CD68	NA	NA	CellTalkDB	PMID:27312849
LGALS1:CD69	LGALS1	NA	CD69	NA	NA	connectomeDB2020;ICELLNET	PMID:21427408;PMID:24752896
MYL9:CD69	MYL9	NA	CD69	NA	NA	connectomeDB2020	PMID:28783682
S100A8:CD69	S100A8	NA	CD69	NA	NA	CellTalkDB	PMID:26296369
CD70:GPRC5B	CD70	NA	GPRC5B	NA	NA	CellPhoneDB	CellPhoneDB
CD70:TNFRSF13B	CD70	NA	TNFRSF13B	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
CD70:TNFRSF17	CD70	NA	TNFRSF17	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
CD72:SEMA4D	CD72	NA	SEMA4D	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:11114375;PMID:12882840;PMID:13;PMID:22325954;PMID:29971044
COPA:CD74	COPA	NA	CD74	NA	NA	CellPhoneDB	CellPhoneDB
MIF:CD74_CXCR2	MIF	NA	CD74	CXCR2	NA	CellChat	PMID:26175090;PMID:29637711
MIF:CD74_CXCR4	MIF	NA	CD74	CXCR4	NA	CellChat	PMID:24760155;PMID:29637711
MIF:CD74	MIF	NA	CD74	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET	CellPhoneDB;PMID:12782713;PMID:26039541;PMID:27573366;PMID:30682543
CXCL8:CD79A	CXCL8	NA	CD79A	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
FN1:CD79A	FN1	NA	CD79A	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
SECTM1:CD7	SECTM1	NA	CD7	NA	NA	connectomeDB2020	PMID:10652336;PMID:24157461;PMID:24211252
CTLA4:CD80	CTLA4	NA	CD80	NA	NA	CellChat;CellPhoneDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;KEGG:NicheNet;PMID:10583602;PMID:17953528;PMID:22437870;PMID:23954143
CD99:CD81	CD99	NA	CD81	NA	NA	CellTalkDB	PMID:21838920
GPC3:CD81	GPC3	NA	CD81	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19574424;PMID:23665349
HBEGF:CD82	HBEGF	NA	CD82	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:10749879
FGFR2:CD83	FGFR2	NA	CD83	NA	NA	CellPhoneDB	CellPhoneDB
CD84:CD84	CD84	NA	CD84	NA	NA	connectomeDB2020;ICELLNET	PMID:11564780;PMID:201553220;PMID:21219180
CTLA4:CD86	CTLA4	NA	CD86	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;NicheNet;SingleCellSignalR	CellPhoneDB;KEGG:NicheNet;PMID:10583602;PMID:11976720;PMID:22437870;PMID:23954143
LCK:CD8A_CD8B	LCK	NA	CD8A	CD8B	NA	CellChat;CellPhoneDB	CellPhoneDB;PMID:25427562
CEACAM5:CD8A	CEACAM5	NA	CD8A	NA	NA	CellChat;CellPhoneDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:24104458
HLA-A:CD8A	HLA-A	NA	CD8A	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
HLA-E:CD8A	HLA-E	NA	CD8A	NA	NA	CellChat	KEGG:hsa04514
HLA-F:CD8A	HLA-F	NA	CD8A	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
HLA-G:CD8A	HLA-G	NA	CD8A	NA	NA	CellChat	KEGG:hsa04514
HLA-A:CD8B	HLA-A	NA	CD8B	NA	NA	CellChat	KEGG:hsa04514
HLA-E:CD8B	HLA-E	NA	CD8B	NA	NA	CellChat	KEGG:hsa04514
HLA-F:CD8B	HLA-F	NA	CD8B	NA	NA	CellChat	KEGG:hsa04514
HLA-G:CD8B	HLA-G	NA	CD8B	NA	NA	CellChat	KEGG:hsa04514
COL1A1:CD93	COL1A1	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:1377218
COL1A2:CD93	COL1A2	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:1377218
COL4A1:CD93	COL4A1	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:1377218
COL4A2:CD93	COL4A2	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:1377218
COL4A3:CD93	COL4A3	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:1377218
COL4A4:CD93	COL4A4	NA	CD93	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:9136074
COL4A5:CD93	COL4A5	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:1377218
COL4A6:CD93	COL4A6	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:1377218
F12:CD93	F12	NA	CD93	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:11204562;PMID:87
KNG1:CD93	KNG1	NA	CD93	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:12213329;PMID:87
MBL2:CD93	MBL2	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:9476117
MMRN2:CD93	MMRN2	NA	CD93	NA	NA	connectomeDB2020	PMID:28671670
SFTPA2:CD93	SFTPA2	NA	CD93	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:9476117
NECTIN1:CD96	NECTIN1	NA	CD96	NA	NA	CellChat;CellPhoneDB;connectomeDB2020;ICELLNET	CellPhoneDB;PMID:17971293;PMID:24658051;PMID:26927206;PMID:30759143
NECTIN2:CD96	NECTIN2	NA	CD96	NA	NA	connectomeDB2020;ICELLNET	PMID:27192565;PMID:30888046
PVR:CD96	PVR	NA	CD96	NA	NA	CellChat;CellPhoneDB;connectomeDB2020;ICELLNET	CellPhoneDB;PMID:15034010;PMID:17971293;PMID:9626554
CD99:CD99	CD99	NA	CD99	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
CD99:PILRA	CD99	NA	PILRA	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:18234675
CD99:PILRB	CD99	NA	PILRB	NA	NA	connectomeDB2020	PMID:18234675
HBEGF:CD9	HBEGF	NA	CD9	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11735113;PMID:11846885;PMID:1939101;PMID:8194524
IZUMO1:CD9	IZUMO1	NA	CD9	NA	NA	CellTalkDB	PMID:30517645
CD9:L1CAM	CD9	NA	L1CAM	NA	NA	connectomeDB2020	PMID:8838570
PTN:CDH10	PTN	NA	CDH10	NA	NA	SingleCellSignalR	FANTOM5;HPRD;PMID:16169070
CDH15:CDH15	CDH15	NA	CDH15	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
MIA:CDH19	MIA	NA	CDH19	NA	NA	SingleCellSignalR	FANTOM5
CDH1:CDH1	CDH1	NA	CDH1	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
CDH1:CDH2	CDH1	NA	CDH2	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CDH1:EGFR	CDH1	NA	EGFR	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:10969083
CDH1:ERBB3	CDH1	NA	ERBB3	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CDH1:IGF1R	CDH1	NA	IGF1R	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:22479204
CDH1:ITGA1_ITGB1	CDH1	NA	ITGA1	ITGB1	NA	CellChat	PMID:12392763
CDH1:ITGB1_ITGA2	CDH1	NA	ITGB1	ITGA2	NA	CellPhoneDB	CellPhoneDB
CDH1:ITGB7_ITGAE	CDH1	NA	ITGB7	ITGAE	NA	CellChat;CellPhoneDB	CellPhoneDB;PMID:9425167
CDH1:KLRG1	CDH1	NA	KLRG1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;ICELLNET;SingleCellSignalR	CellPhoneDB;FANTOM5;PMID:16904340;PMID:19604491;PMID:32103204;PMID:32196115
CDH1:LRP5	CDH1	NA	LRP5	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CDH1:PTPRF	CDH1	NA	PTPRF	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:12095414
CDH1:PTPRM	CDH1	NA	PTPRM	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:15588985;PMID:7642713;PMID:9531566
CDH2:CDH2	CDH2	NA	CDH2	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
NCAN:CDH2	NCAN	NA	CDH2	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CDH3:CDH3	CDH3	NA	CDH3	NA	NA	NicheNet	KEGG:NicheNet
CDH4:CDH4	CDH4	NA	CDH4	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
CDH5:CDH5	CDH5	NA	CDH5	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
FGA:CDH5	FGA	NA	CDH5	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:11900554
MMP7:CDH6	MMP7	NA	CDH6	NA	NA	SingleCellSignalR	FANTOM5
MIA:CDH7	MIA	NA	CDH7	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:19200257
DHH:CDON	DHH	NA	CDON	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:20519495
IHH:CDON	IHH	NA	CDON	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:20519495
NTN3:CDON	NTN3	NA	CDON	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:15520228
SHH:CDON	SHH	NA	CDON	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;PMID:17086203
CEACAM16:TECTA	CEACAM16	NA	TECTA	NA	NA	CellTalkDB	PMID:25080593
CEACAM16:TECTB	CEACAM16	NA	TECTB	NA	NA	CellTalkDB	PMID:25080593
CEACAM1:CEACAM5	CEACAM1	NA	CEACAM5	NA	NA	CellChat;CellPhoneDB;SingleCellSignalR	CellPhoneDB;PMID:11590190;PMID:24987108
CEACAM1:CEACAM6	CEACAM1	NA	CEACAM6	NA	NA	CellPhoneDB;SingleCellSignalR	CellPhoneDB;PMID:21982860
CEACAM1:CEACAM8	CEACAM1	NA	CEACAM8	NA	NA	CellPhoneDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:24743304
CEACAM1:EGFR	CEACAM1	NA	EGFR	NA	NA	CellTalkDB	PMID:15467833
CEACAM1:HAVCR2	CEACAM1	NA	HAVCR2	NA	NA	connectomeDB2020;ICELLNET	PMID:25363763;PMID:26982724;PMID:27192565
CEACAM1:SELE	CEACAM1	NA	SELE	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020	CellPhoneDB;PMID:1378450
CEACAM5:CEACAM6	CEACAM5	NA	CEACAM6	NA	NA	CellPhoneDB	CellPhoneDB
CEACAM6:CEACAM6	CEACAM6	NA	CEACAM6	NA	NA	CellPhoneDB	CellPhoneDB
CEACAM8:CEACAM6	CEACAM8	NA	CEACAM6	NA	NA	CellPhoneDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:11590190
CEACAM6:EGFR	CEACAM6	NA	EGFR	NA	NA	CellTalkDB	PMID:28892050
CELA3B:CHRM3	CELA3B	NA	CHRM3	NA	NA	SingleCellSignalR	FANTOM5
PSAP:CELSR1	PSAP	NA	CELSR1	NA	NA	SingleCellSignalR	FANTOM5;HPRD;PMID:16169070
TNF:CELSR2	TNF	NA	CELSR2	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
CSF1:CELSR3	CSF1	NA	CELSR3	NA	NA	CellPhoneDB	CellPhoneDB
CEL:CXCR4	CEL	NA	CXCR4	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;PMID:18037996
CER1:MRC2	CER1	NA	MRC2	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
INHBB:CFC1B	INHBB	NA	CFC1B	NA	NA	connectomeDB2020	PMID:28126904
INHBB:CFC1	INHBB	NA	CFC1	NA	NA	connectomeDB2020	PMID:28126904
NODAL:CFC1	NODAL	NA	CFC1	NA	NA	connectomeDB2020	PMID:28126904
CFH:ITGAM	CFH	NA	ITGAM	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:9558116
CFH:SELL	CFH	NA	SELL	NA	NA	CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	FANTOM5;HPMR;HPRD;PMID:10377245;PMID:26198319;PMID:32196115
CFP:NCR1	CFP	NA	NCR1	NA	NA	connectomeDB2020	PMID:28480349
CGA:FSHR	CGA	NA	FSHR	NA	NA	CellChat;CellPhoneDB;CellTalkDB;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;IUPHAR;KEGG:hsa04080;KEGG:NicheNet;PMID:30910395
CGA:GPR20	CGA	NA	GPR20	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CGA:GPR84	CGA	NA	GPR84	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CGA:LHCGR	CGA	NA	LHCGR	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;HPRD;IUPHAR;KEGG:hsa04080;KEGG:NicheNet;PMID:10342833;PMID:12727981;PMID:1922095
CGA:PTH1R	CGA	NA	PTH1R	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CGA:RAMP2	CGA	NA	RAMP2	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CGA:RAMP3	CGA	NA	RAMP3	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CGA:SIRPA	CGA	NA	SIRPA	NA	NA	SingleCellSignalR	FANTOM5
CGA:TSHR	CGA	NA	TSHR	NA	NA	CellChat;CellTalkDB;NicheNet;SingleCellSignalR	FANTOM5;IUPHAR;KEGG:hsa04080;KEGG:NicheNet;PMID:26198319;PMID:32196115;reactome
CGA:VIPR1	CGA	NA	VIPR1	NA	NA	CellTalkDB;SingleCellSignalR	PMID:32196115;reactome
CGB3:LHCGR	CGB3	NA	LHCGR	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPMR;HPRD;IUPHAR;PMID:10446903;PMID:12727981;PMID:1922095;PMID:2254302;PMID:24554412
CGB3:SIRPA	CGB3	NA	SIRPA	NA	NA	SingleCellSignalR	FANTOM5
CGB5:LHCGR	CGB5	NA	LHCGR	NA	NA	CellTalkDB	PMID:26441830
CGN:F11R	CGN	NA	F11R	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:10877843
CGN:OCLN	CGN	NA	OCLN	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CGN:TGFBR1	CGN	NA	TGFBR1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CGN:TGFBR2	CGN	NA	TGFBR2	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CHAD:ITGA2_ITGB1	CHAD	NA	ITGA2	ITGB1	NA	CellChat	KEGG:hsa04512
GZMB:CHRM3	GZMB	NA	CHRM3	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:11665980
HHLA3:CHRM3	HHLA3	NA	CHRM3	NA	NA	SingleCellSignalR	FANTOM5
HSPG2:CHRM3	HSPG2	NA	CHRM3	NA	NA	SingleCellSignalR	FANTOM5
SLURP1:CHRNA10	SLURP1	NA	CHRNA10	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA10	SLURP2	NA	CHRNA10	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNA1	SLURP1	NA	CHRNA1	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA1	SLURP2	NA	CHRNA1	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNA2	SLURP1	NA	CHRNA2	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA2	SLURP2	NA	CHRNA2	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNA3	SLURP1	NA	CHRNA3	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA3	SLURP2	NA	CHRNA3	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNA4	SLURP1	NA	CHRNA4	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA4	SLURP2	NA	CHRNA4	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNA5	SLURP1	NA	CHRNA5	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA5	SLURP2	NA	CHRNA5	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNA6	SLURP1	NA	CHRNA6	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA6	SLURP2	NA	CHRNA6	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNA7	SLURP1	NA	CHRNA7	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020	CellPhoneDB;KEGG:hsa04080;PMID:29545933
SLURP2:CHRNA7	SLURP2	NA	CHRNA7	NA	NA	CellChat	KEGG:hsa04080
ZP3:CHRNA7	ZP3	NA	CHRNA7	NA	NA	connectomeDB2020	PMID:22577141
SLURP1:CHRNA9	SLURP1	NA	CHRNA9	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNA9	SLURP2	NA	CHRNA9	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNB1	SLURP1	NA	CHRNB1	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNB1	SLURP2	NA	CHRNB1	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNB2	SLURP1	NA	CHRNB2	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNB2	SLURP2	NA	CHRNB2	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNB3	SLURP1	NA	CHRNB3	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNB3	SLURP2	NA	CHRNB3	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNB4	SLURP1	NA	CHRNB4	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNB4	SLURP2	NA	CHRNB4	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRND	SLURP1	NA	CHRND	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRND	SLURP2	NA	CHRND	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNE	SLURP1	NA	CHRNE	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNE	SLURP2	NA	CHRNE	NA	NA	CellChat	KEGG:hsa04080
SLURP1:CHRNG	SLURP1	NA	CHRNG	NA	NA	CellChat	KEGG:hsa04080
SLURP2:CHRNG	SLURP2	NA	CHRNG	NA	NA	CellChat	KEGG:hsa04080
CIRBP:TREM1	CIRBP	NA	TREM1	NA	NA	connectomeDB2020	PMID:32027618;PMID:32506691
CKLF:LRP6	CKLF	NA	LRP6	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
CLCF1_CRLF1:CNTFR_IL6ST	CLCF1	CRLF1	CNTFR	IL6ST	NA	ICELLNET	PMID:7852997
CLCF1:CNTFR_LIFR_IL6ST	CLCF1	NA	CNTFR	LIFR	IL6ST	CellPhoneDB	CellPhoneDB
CLCF1:CNTFR_LIFR	CLCF1	NA	CNTFR	LIFR	NA	CellChat	KEGG:hsa04060
CLDN11:CLDN11	CLDN11	NA	CLDN11	NA	NA	CellChat;NicheNet	KEGG:hsa04514;KEGG:NicheNet
CLDN24:CLDN24	CLDN24	NA	CLDN24	NA	NA	NicheNet	KEGG:NicheNet
KRTAP4-12:CLDN2	KRTAP4-12	NA	CLDN2	NA	NA	SingleCellSignalR	FANTOM5;HPRD;PMID:16189514
SHBG:CLDN4	SHBG	NA	CLDN4	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;HPRD;PMID:15862967
CLEC3A:CLEC10A	CLEC3A	NA	CLEC10A	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
CLEC11A:ITGA10	CLEC11A	NA	ITGA10	NA	NA	connectomeDB2020	PMID:30632962
CLEC11A:ITGA11	CLEC11A	NA	ITGA11	NA	NA	connectomeDB2020	PMID:30632962
CLEC11A:ITGB1	CLEC11A	NA	ITGB1	NA	NA	connectomeDB2020	PMID:30632962
CLEC11A:KIT	CLEC11A	NA	KIT	NA	NA	NicheNet	FANTOM5
PTPN6:CLEC12A	PTPN6	NA	CLEC12A	NA	NA	CellTalkDB;SingleCellSignalR	PMID:28606940
MMRN2:CLEC14A	MMRN2	NA	CLEC14A	NA	NA	connectomeDB2020	PMID:28671670
PDPN:CLEC1B	PDPN	NA	CLEC1B	NA	NA	connectomeDB2020	PMID:29853539
KLRF2:CLEC2A	KLRF2	NA	CLEC2A	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:23803857;PMID:24223577
CLEC3A:CLEC2B	CLEC3A	NA	CLEC2B	NA	NA	SingleCellSignalR	FANTOM5
CLEC2B:KLRF1	CLEC2B	NA	KLRF1	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:17057721;PMID:24223577
FAM3C:CLEC2D	FAM3C	NA	CLEC2D	NA	NA	CellPhoneDB	CellPhoneDB
KLRB1:CLEC2D	KLRB1	NA	CLEC2D	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;PMID:21572041;PMID:24223577;PMID:26147876;PMID:29721382
CLEC4G:LAG3	CLEC4G	NA	LAG3	NA	NA	connectomeDB2020	PMID:24769443
GRN:CLEC4M	GRN	NA	CLEC4M	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
ICAM3:CLEC4M	ICAM3	NA	CLEC4M	NA	NA	CellPhoneDB;CellTalkDB;connectomeDB2020;SingleCellSignalR	CellPhoneDB;FANTOM5;HPRD;PMID:11257134
RARRES2:CMKLR1	RARRES2	NA	CMKLR1	NA	NA	CellChat;CellPhoneDB;CellTalkDB;connectomeDB2020;NicheNet;SingleCellSignalR	CellPhoneDB;FANTOM5;HPMR;IUPHAR;PMID:14530373;PMID:14675762;PMID:14701797;PMID:18165312;PMID:23396314;PMID:24671882
TCN2:CNR1	TCN2	NA	CNR1	NA	NA	CellTalkDB;SingleCellSignalR	FANTOM5;PMID:32196115
KRTAP4-12:CNTFR	KRTAP4-12	NA	CNTFR	NA	NA	SingleCellSignalR	FANTOM5;HPRD;PMID:16189514
CNTF:CNTFR_IL6ST	CNTF	NA	CNTFR	IL6ST	NA	ICELLNET	PMID:9143707
CNTF:CNTFR_LIFR_IL6ST	CNTF	NA	CNTFR	LIFR	IL6ST	CellPhoneDB	CellPhoneDB
CNTF:CNTFR_LIFR	CNTF	NA	CNTFR	LIFR	NA	CellChat	KEGG:hsa04060
CNTF:EGFR	CNTF	NA	EGFR	NA	NA	CellPhoneDB;CellTalkDB	CellPhoneDB;PMID:32103204
CNTF:IL6R	CNTF	NA	IL6R	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:12643274;PMID:1281789
CNTF:LIFR_IL6ST	CNTF	NA	LIFR	IL6ST	NA	ICELLNET	PMID:9143707
CNTN2:CNTN1	CNTN2	NA	CNTN1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:12139915
NFASC:CNTN1_CNTNAP1	NFASC	NA	CNTN1	CNTNAP1	NA	CellChat	KEGG:hsa04514
L1CAM:CNTN1	L1CAM	NA	CNTN1	NA	NA	CellTalkDB;connectomeDB2020;SingleCellSignalR	FANTOM5;HPRD;PMID:7595520
